sport,league_name,espn_slug,proposed_new_id,work_package,adapter_family,is_college,discovery_url,scoreboard_url,sample_event_id,sample_event_date,sample_file,evidence_level,activation_status,summary_url,summary_probe_http,teams_url,teams_probe_count,standings_url,standings_probe_nonempty,notes
mma,ProElite,proelite,espn:mma:proelite,W5-combat,fight-card,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=mma,https://site.api.espn.com/apis/site/v2/sports/mma/proelite/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/mma/proelite/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/mma/proelite/teams,not-established,https://site.api.espn.com/apis/v2/sports/mma/proelite/standings,not-established,
mma,Resurrection Fighting Alliance,rfa,espn:mma:rfa,W5-combat,fight-card,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=mma,https://site.api.espn.com/apis/site/v2/sports/mma/rfa/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/mma/rfa/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/mma/rfa/teams,not-established,https://site.api.espn.com/apis/v2/sports/mma/rfa/standings,not-established,
mma,Rizin Fight Federation,rizin,espn:mma:rizin,W5-combat,fight-card,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=mma,https://site.api.espn.com/apis/site/v2/sports/mma/rizin/scoreboard,600053671,2024-12-31T05:00Z,provider-samples/mma--rizin.json,sample-returned,requires-validation,https://site.api.espn.com/apis/site/v2/sports/mma/rizin/summary?event=600053671,not-tested,https://site.api.espn.com/apis/site/v2/sports/mma/rizin/teams,not-established,https://site.api.espn.com/apis/v2/sports/mma/rizin/standings,not-established,Returned event predates 2026; validate current coverage or legitimate tournament cycle
mma,Ring of Combat,roc,espn:mma:roc,W5-combat,fight-card,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=mma,https://site.api.espn.com/apis/site/v2/sports/mma/roc/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/mma/roc/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/mma/roc/teams,not-established,https://site.api.espn.com/apis/v2/sports/mma/roc/standings,not-established,
mma,Super Fight League,sfl,espn:mma:sfl,W5-combat,fight-card,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=mma,https://site.api.espn.com/apis/site/v2/sports/mma/sfl/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/mma/sfl/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/mma/sfl/teams,not-established,https://site.api.espn.com/apis/v2/sports/mma/sfl/standings,not-established,
mma,Shark Fights,shark-fights,espn:mma:shark-fights,W5-combat,fight-card,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=mma,https://site.api.espn.com/apis/site/v2/sports/mma/shark-fights/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/mma/shark-fights/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/mma/shark-fights/teams,not-established,https://site.api.espn.com/apis/v2/sports/mma/shark-fights/standings,not-established,
mma,Shooto Brazil,shooto-brazil,espn:mma:shooto-brazil,W5-combat,fight-card,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=mma,https://site.api.espn.com/apis/site/v2/sports/mma/shooto-brazil/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/mma/shooto-brazil/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/mma/shooto-brazil/teams,not-established,https://site.api.espn.com/apis/v2/sports/mma/shooto-brazil/standings,not-established,
mma,Shooto Japan,shooto-japan,espn:mma:shooto-japan,W5-combat,fight-card,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=mma,https://site.api.espn.com/apis/site/v2/sports/mma/shooto-japan/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/mma/shooto-japan/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/mma/shooto-japan/teams,not-established,https://site.api.espn.com/apis/v2/sports/mma/shooto-japan/standings,not-established,
mma,ShoXC: Showtime Xtreme Combat,shoxc,espn:mma:shoxc,W5-combat,fight-card,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=mma,https://site.api.espn.com/apis/site/v2/sports/mma/shoxc/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/mma/shoxc/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/mma/shoxc/teams,not-established,https://site.api.espn.com/apis/v2/sports/mma/shoxc/standings,not-established,
mma,Strikeforce,strikeforce,espn:mma:strikeforce,W5-combat,fight-card,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=mma,https://site.api.espn.com/apis/site/v2/sports/mma/strikeforce/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/mma/strikeforce/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/mma/strikeforce/teams,not-established,https://site.api.espn.com/apis/v2/sports/mma/strikeforce/standings,not-established,
mma,Titan Fighting Championships,tfc,espn:mma:tfc,W5-combat,fight-card,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=mma,https://site.api.espn.com/apis/site/v2/sports/mma/tfc/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/mma/tfc/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/mma/tfc/teams,not-established,https://site.api.espn.com/apis/v2/sports/mma/tfc/standings,not-established,
mma,Tachi Palace Fights,tpf,espn:mma:tpf,W5-combat,fight-card,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=mma,https://site.api.espn.com/apis/site/v2/sports/mma/tpf/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/mma/tpf/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/mma/tpf/teams,not-established,https://site.api.espn.com/apis/v2/sports/mma/tpf/standings,not-established,
mma,Victory Fighting Championship,vfc,espn:mma:vfc,W5-combat,fight-card,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=mma,https://site.api.espn.com/apis/site/v2/sports/mma/vfc/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/mma/vfc/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/mma/vfc/teams,not-established,https://site.api.espn.com/apis/v2/sports/mma/vfc/standings,not-established,
mma,World Extreme Cagefighting,wec,espn:mma:wec,W5-combat,fight-card,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=mma,https://site.api.espn.com/apis/site/v2/sports/mma/wec/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/mma/wec/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/mma/wec/teams,not-established,https://site.api.espn.com/apis/v2/sports/mma/wec/standings,not-established,
mma,Xtreme Fighting Championships,xfc,espn:mma:xfc,W5-combat,fight-card,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=mma,https://site.api.espn.com/apis/site/v2/sports/mma/xfc/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/mma/xfc/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/mma/xfc/teams,not-established,https://site.api.espn.com/apis/v2/sports/mma/xfc/standings,not-established,
racing,NASCAR O'Reilly Auto Parts Series,nascar-secondary,espn:racing:nascar-secondary,W5-racing,race-session,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=racing,https://site.api.espn.com/apis/site/v2/sports/racing/nascar-secondary/scoreboard,202610030788,2026-10-03T23:30Z,provider-samples/racing--nascar-secondary.json,sample-returned,requires-validation,https://site.api.espn.com/apis/site/v2/sports/racing/nascar-secondary/summary?event=202610030788,not-tested,https://site.api.espn.com/apis/site/v2/sports/racing/nascar-secondary/teams,not-established,https://site.api.espn.com/apis/v2/sports/racing/nascar-secondary/standings,not-established,Sample has no competitors; schedule availability is not leaderboard/result availability
racing,NASCAR Truck Series,nascar-truck,espn:racing:nascar-truck,W5-racing,race-session,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=racing,https://site.api.espn.com/apis/site/v2/sports/racing/nascar-truck/scoreboard,202609260412,2026-09-26T17:00Z,provider-samples/racing--nascar-truck.json,sample-returned,requires-validation,https://site.api.espn.com/apis/site/v2/sports/racing/nascar-truck/summary?event=202609260412,not-tested,https://site.api.espn.com/apis/site/v2/sports/racing/nascar-truck/teams,not-established,https://site.api.espn.com/apis/v2/sports/racing/nascar-truck/standings,not-established,Sample has no competitors; schedule availability is not leaderboard/result availability
rugby,British and Irish Lions Tour,268565,espn:rugby:268565,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=rugby,https://site.api.espn.com/apis/site/v2/sports/rugby/268565/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/rugby/268565/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/rugby/268565/teams,not-established,https://site.api.espn.com/apis/v2/sports/rugby/268565/standings,not-established,
rugby,The Rugby Championship,244293,espn:rugby:244293,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=rugby,https://site.api.espn.com/apis/site/v2/sports/rugby/244293/scoreboard,603128,2025-10-04T10:05Z,provider-samples/rugby--244293.json,sample-returned,requires-validation,https://site.api.espn.com/apis/site/v2/sports/rugby/244293/summary?event=603128,200,https://site.api.espn.com/apis/site/v2/sports/rugby/244293/teams,4,https://site.api.espn.com/apis/v2/sports/rugby/244293/standings,True,Returned event predates 2026; validate current coverage or legitimate tournament cycle
rugby,European Rugby Champions Cup,271937,espn:rugby:271937,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=rugby,https://site.api.espn.com/apis/site/v2/sports/rugby/271937/scoreboard,604246,2026-10-16T19:00Z,provider-samples/rugby--271937.json,sample-returned,requires-validation,https://site.api.espn.com/apis/site/v2/sports/rugby/271937/summary?event=604246,not-tested,https://site.api.espn.com/apis/site/v2/sports/rugby/271937/teams,not-established,https://site.api.espn.com/apis/v2/sports/rugby/271937/standings,not-established,
rugby,European Rugby Challenge Cup,272073,espn:rugby:272073,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=rugby,https://site.api.espn.com/apis/site/v2/sports/rugby/272073/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/rugby/272073/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/rugby/272073/teams,not-established,https://site.api.espn.com/apis/v2/sports/rugby/272073/standings,not-established,
rugby,United Rugby Championship,270557,espn:rugby:270557,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=rugby,https://site.api.espn.com/apis/site/v2/sports/rugby/270557/scoreboard,604032,2026-09-25T18:45Z,provider-samples/rugby--270557.json,sample-returned,requires-validation,https://site.api.espn.com/apis/site/v2/sports/rugby/270557/summary?event=604032,not-tested,https://site.api.espn.com/apis/site/v2/sports/rugby/270557/teams,not-established,https://site.api.espn.com/apis/v2/sports/rugby/270557/standings,not-established,
rugby,URBA Primera A,2009,espn:rugby:2009,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=rugby,https://site.api.espn.com/apis/site/v2/sports/rugby/2009/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/rugby/2009/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/rugby/2009/teams,not-established,https://site.api.espn.com/apis/v2/sports/rugby/2009/standings,not-established,
rugby,Nations Championship,17567,espn:rugby:17567,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=rugby,https://site.api.espn.com/apis/site/v2/sports/rugby/17567/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/rugby/17567/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/rugby/17567/teams,not-established,https://site.api.espn.com/apis/v2/sports/rugby/17567/standings,not-established,
rugby,URBA Top 14,289279,espn:rugby:289279,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=rugby,https://site.api.espn.com/apis/site/v2/sports/rugby/289279/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/rugby/289279/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/rugby/289279/teams,not-established,https://site.api.espn.com/apis/v2/sports/rugby/289279/standings,not-established,
rugby,Mitre 10 Cup,270563,espn:rugby:270563,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=rugby,https://site.api.espn.com/apis/site/v2/sports/rugby/270563/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/rugby/270563/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/rugby/270563/teams,not-established,https://site.api.espn.com/apis/v2/sports/rugby/270563/standings,not-established,
rugby,Olympic Men's 7s,282,espn:rugby:282,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=rugby,https://site.api.espn.com/apis/site/v2/sports/rugby/282/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/rugby/282/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/rugby/282/teams,not-established,https://site.api.espn.com/apis/v2/sports/rugby/282/standings,not-established,
rugby,Olympic Women's Rugby Sevens,283,espn:rugby:283,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=rugby,https://site.api.espn.com/apis/site/v2/sports/rugby/283/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/rugby/283/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/rugby/283/teams,not-established,https://site.api.espn.com/apis/v2/sports/rugby/283/standings,not-established,
rugby,Women's Rugby World Cup,289237,espn:rugby:289237,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=rugby,https://site.api.espn.com/apis/site/v2/sports/rugby/289237/scoreboard,600494,2025-09-27T11:30Z,provider-samples/rugby--289237.json,sample-returned,requires-validation,https://site.api.espn.com/apis/site/v2/sports/rugby/289237/summary?event=600494,not-tested,https://site.api.espn.com/apis/site/v2/sports/rugby/289237/teams,not-established,https://site.api.espn.com/apis/v2/sports/rugby/289237/standings,not-established,Returned event predates 2026; validate current coverage or legitimate tournament cycle
rugby,Major League Rugby,289262,espn:rugby:289262,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=rugby,https://site.api.espn.com/apis/site/v2/sports/rugby/289262/scoreboard,604201,2026-06-21T23:30Z,provider-samples/rugby--289262.json,sample-returned,requires-validation,https://site.api.espn.com/apis/site/v2/sports/rugby/289262/summary?event=604201,not-tested,https://site.api.espn.com/apis/site/v2/sports/rugby/289262/teams,not-established,https://site.api.espn.com/apis/v2/sports/rugby/289262/standings,not-established,
rugby,International Test Match,289234,espn:rugby:289234,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=rugby,https://site.api.espn.com/apis/site/v2/sports/rugby/289234/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/rugby/289234/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/rugby/289234/teams,not-established,https://site.api.espn.com/apis/v2/sports/rugby/289234/standings,not-established,
soccer,English FA Cup,eng.fa,espn:soccer:eng.fa,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.fa/scoreboard,401867655,2026-05-16T14:00Z,provider-samples/soccer--eng.fa.json,sample-returned,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.fa/summary?event=401867655,200,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.fa/teams,124,https://site.api.espn.com/apis/v2/sports/soccer/eng.fa/standings,False,
soccer,English Carabao Cup,eng.league_cup,espn:soccer:eng.league_cup,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.league_cup/scoreboard,401914260,2026-09-17T18:30Z,provider-samples/soccer--eng.league_cup.json,sample-returned,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.league_cup/summary?event=401914260,not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.league_cup/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/eng.league_cup/standings,not-established,
soccer,English FA Community Shield,eng.charity,espn:soccer:eng.charity,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.charity/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.charity/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.charity/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/eng.charity/standings,not-established,
soccer,UEFA Nations League,uefa.nations,espn:soccer:uefa.nations,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.nations/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.nations/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.nations/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/uefa.nations/standings,not-established,
soccer,International Friendly,fifa.friendly,espn:soccer:fifa.friendly,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.friendly/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.friendly/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.friendly/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/fifa.friendly/standings,not-established,
soccer,Spanish Supercopa,esp.super_cup,espn:soccer:esp.super_cup,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/esp.super_cup/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/esp.super_cup/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/esp.super_cup/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/esp.super_cup/standings,not-established,
soccer,Spanish Copa del Rey,esp.copa_del_rey,espn:soccer:esp.copa_del_rey,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/esp.copa_del_rey/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/esp.copa_del_rey/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/esp.copa_del_rey/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/esp.copa_del_rey/standings,not-established,
soccer,Leagues Cup,concacaf.leagues.cup,espn:soccer:concacaf.leagues.cup,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.leagues.cup/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.leagues.cup/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.leagues.cup/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/concacaf.leagues.cup/standings,not-established,
soccer,Campeones Cup,campeones.cup,espn:soccer:campeones.cup,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/campeones.cup/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/campeones.cup/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/campeones.cup/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/campeones.cup/standings,not-established,
soccer,SheBelieves Cup,fifa.shebelieves,espn:soccer:fifa.shebelieves,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.shebelieves/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.shebelieves/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.shebelieves/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/fifa.shebelieves/standings,not-established,
soccer,FIFA Women's Champions Cup,fifa.w.champions_cup,espn:soccer:fifa.w.champions_cup,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.w.champions_cup/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.w.champions_cup/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.w.champions_cup/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/fifa.w.champions_cup/standings,not-established,
soccer,UEFA Women's Champions League,uefa.wchampions,espn:soccer:uefa.wchampions,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.wchampions/scoreboard,401917013,2026-09-23T16:45Z,provider-samples/soccer--uefa.wchampions.json,sample-returned,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.wchampions/summary?event=401917013,not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.wchampions/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/uefa.wchampions/standings,not-established,
soccer,German Bundesliga Promotion/Relegation Playoff,ger.playoff.relegation,espn:soccer:ger.playoff.relegation,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/ger.playoff.relegation/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/ger.playoff.relegation/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/ger.playoff.relegation/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/ger.playoff.relegation/standings,not-established,
soccer,German Cup,ger.dfb_pokal,espn:soccer:ger.dfb_pokal,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/ger.dfb_pokal/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/ger.dfb_pokal/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/ger.dfb_pokal/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/ger.dfb_pokal/standings,not-established,
soccer,Coppa Italia,ita.coppa_italia,espn:soccer:ita.coppa_italia,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/ita.coppa_italia/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/ita.coppa_italia/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/ita.coppa_italia/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/ita.coppa_italia/standings,not-established,
soccer,French Trophee des Champions,fra.super_cup,espn:soccer:fra.super_cup,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/fra.super_cup/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/fra.super_cup/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/fra.super_cup/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/fra.super_cup/standings,not-established,
soccer,Italian Supercoppa,ita.super_cup,espn:soccer:ita.super_cup,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/ita.super_cup/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/ita.super_cup/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/ita.super_cup/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/ita.super_cup/standings,not-established,
soccer,German Supercup,ger.super_cup,espn:soccer:ger.super_cup,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/ger.super_cup/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/ger.super_cup/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/ger.super_cup/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/ger.super_cup/standings,not-established,
soccer,English Women's Super League,eng.w.1,espn:soccer:eng.w.1,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.w.1/scoreboard,401902907,2026-09-26T12:30Z,provider-samples/soccer--eng.w.1.json,sample-returned,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.w.1/summary?event=401902907,not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/eng.w.1/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/eng.w.1/standings,not-established,
